"serialNumber","vehicleCode","locationLabel","positionSource","positionAccuracy","deviceFixAt","gatewayReceivedAt","dataFreshnessStatus","routingReadiness"
"SEDEPOT-DEV-0068","SEDEPOT-V-0068","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0069","SEDEPOT-V-0069","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0070","SEDEPOT-V-0070","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0071","SEDEPOT-V-0071","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0072","SEDEPOT-V-0072","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0073","SEDEPOT-V-0073","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0074","SEDEPOT-V-0074","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0075","SEDEPOT-V-0075","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0076","SEDEPOT-V-0076","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0077","SEDEPOT-V-0077","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0078","SEDEPOT-V-0078","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0079","SEDEPOT-V-0079","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0080","SEDEPOT-V-0080","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0081","SEDEPOT-V-0081","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0082","SEDEPOT-V-0082","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0083","SEDEPOT-V-0083","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0084","SEDEPOT-V-0084","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0085","SEDEPOT-V-0085","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0086","SEDEPOT-V-0086","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0087","SEDEPOT-V-0087","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0088","SEDEPOT-V-0088","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0089","SEDEPOT-V-0089","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0090","SEDEPOT-V-0090","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0091","SEDEPOT-V-0091","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0092","SEDEPOT-V-0092","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0093","SEDEPOT-V-0093","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0094","SEDEPOT-V-0094","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0095","SEDEPOT-V-0095","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0096","SEDEPOT-V-0096","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0097","SEDEPOT-V-0097","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0098","SEDEPOT-V-0098","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0099","SEDEPOT-V-0099","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0100","SEDEPOT-V-0100","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0101","SEDEPOT-V-0101","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0102","SEDEPOT-V-0102","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0103","SEDEPOT-V-0103","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0104","SEDEPOT-V-0104","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0105","SEDEPOT-V-0105","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0106","SEDEPOT-V-0106","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0107","SEDEPOT-V-0107","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0108","SEDEPOT-V-0108","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0109","SEDEPOT-V-0109","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0110","SEDEPOT-V-0110","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0111","SEDEPOT-V-0111","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0112","SEDEPOT-V-0112","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0113","SEDEPOT-V-0113","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0114","SEDEPOT-V-0114","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0115","SEDEPOT-V-0115","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0116","SEDEPOT-V-0116","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0117","SEDEPOT-V-0117","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0118","SEDEPOT-V-0118","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0119","SEDEPOT-V-0119","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0120","SEDEPOT-V-0120","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0121","SEDEPOT-V-0121","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0122","SEDEPOT-V-0122","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0123","SEDEPOT-V-0123","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0124","SEDEPOT-V-0124","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0125","SEDEPOT-V-0125","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0126","SEDEPOT-V-0126","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0127","SEDEPOT-V-0127","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0128","SEDEPOT-V-0128","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0129","SEDEPOT-V-0129","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0130","SEDEPOT-V-0130","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0131","SEDEPOT-V-0131","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0132","SEDEPOT-V-0132","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0133","SEDEPOT-V-0133","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0134","SEDEPOT-V-0134","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0135","SEDEPOT-V-0135","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0136","SEDEPOT-V-0136","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0137","SEDEPOT-V-0137","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0138","SEDEPOT-V-0138","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0139","SEDEPOT-V-0139","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0140","SEDEPOT-V-0140","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0141","SEDEPOT-V-0141","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0142","SEDEPOT-V-0142","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0143","SEDEPOT-V-0143","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0144","SEDEPOT-V-0144","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0145","SEDEPOT-V-0145","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0146","SEDEPOT-V-0146","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0147","SEDEPOT-V-0147","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0148","SEDEPOT-V-0148","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0149","SEDEPOT-V-0149","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0150","SEDEPOT-V-0150","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0151","SEDEPOT-V-0151","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0152","SEDEPOT-V-0152","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0153","SEDEPOT-V-0153","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0154","SEDEPOT-V-0154","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0155","SEDEPOT-V-0155","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0156","SEDEPOT-V-0156","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0157","SEDEPOT-V-0157","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0158","SEDEPOT-V-0158","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0159","SEDEPOT-V-0159","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0160","SEDEPOT-V-0160","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:38:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0161","SEDEPOT-V-0161","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0162","SEDEPOT-V-0162","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0163","SEDEPOT-V-0163","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0164","SEDEPOT-V-0164","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0165","SEDEPOT-V-0165","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0166","SEDEPOT-V-0166","32.0837, -81.094","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0167","SEDEPOT-V-0167","32.0844, -81.0947","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0168","SEDEPOT-V-0168","32.0851, -81.0954","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0169","SEDEPOT-V-0169","32.0858, -81.0961","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0170","SEDEPOT-V-0170","32.0865, -81.0968","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0171","SEDEPOT-V-0171","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0172","SEDEPOT-V-0172","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0173","SEDEPOT-V-0173","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0174","SEDEPOT-V-0174","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0175","SEDEPOT-V-0175","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:21:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0176","SEDEPOT-V-0176","32.0732, -81.0835","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0177","SEDEPOT-V-0177","32.0739, -81.0842","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0178","SEDEPOT-V-0178","32.0746, -81.0849","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0179","SEDEPOT-V-0179","32.0753, -81.0856","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0180","SEDEPOT-V-0180","32.076, -81.0863","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0181","SEDEPOT-V-0181","32.0767, -81.087","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0182","SEDEPOT-V-0182","32.0774, -81.0877","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0183","SEDEPOT-V-0183","32.0781, -81.0884","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0184","SEDEPOT-V-0184","32.0788, -81.0891","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0185","SEDEPOT-V-0185","32.0795, -81.0898","Native Eld","8 m","2026-08-28T07:26:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0186","SEDEPOT-V-0186","32.0802, -81.0905","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0187","SEDEPOT-V-0187","32.0809, -81.0912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0188","SEDEPOT-V-0188","32.0816, -81.0919","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0189","SEDEPOT-V-0189","32.0823, -81.0926","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0190","SEDEPOT-V-0190","32.083, -81.0933","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0191","SEDEPOT-V-0191","32.5809, -80.5912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0192","SEDEPOT-V-0192","32.5809, -80.5912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0193","SEDEPOT-V-0193","32.5809, -80.5912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0194","SEDEPOT-V-0194","32.5809, -80.5912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0195","SEDEPOT-V-0195","32.5809, -80.5912","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0196","SEDEPOT-V-0196","32.0872, -81.0975","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0197","SEDEPOT-V-0197","32.0879, -81.0982","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0198","SEDEPOT-V-0198","32.0886, -81.0989","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0199","SEDEPOT-V-0199","32.0893, -81.0996","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0200","SEDEPOT-V-0200","32.0725, -81.0828","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"SEDEPOT-DEV-0201","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0202","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0203","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0204","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0205","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0206","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0207","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0208","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0209","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0210","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0211","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0212","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0213","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0214","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0215","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0216","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0217","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0218","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0219","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"SEDEPOT-DEV-0220","Unassigned","No valid fix","Unknown source","Unknown","—","—","No data","Blocked — no valid position"
"WESTHUB-DEV-0001","WESTHUB-V-0001","47.5985, -122.3244","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0002","WESTHUB-V-0002","47.5992, -122.3251","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0003","WESTHUB-V-0003","47.5999, -122.3258","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0004","WESTHUB-V-0004","47.6006, -122.3265","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0005","WESTHUB-V-0005","47.6013, -122.3272","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0006","WESTHUB-V-0006","47.602, -122.3279","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0007","WESTHUB-V-0007","47.6027, -122.3286","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0008","WESTHUB-V-0008","47.6034, -122.3293","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0009","WESTHUB-V-0009","47.6041, -122.33","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0010","WESTHUB-V-0010","47.6048, -122.3307","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0011","WESTHUB-V-0011","47.6055, -122.3314","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0012","WESTHUB-V-0012","47.6062, -122.3321","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0013","WESTHUB-V-0013","47.6069, -122.3328","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0014","WESTHUB-V-0014","47.6076, -122.3335","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0015","WESTHUB-V-0015","47.6083, -122.3342","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0016","WESTHUB-V-0016","47.609, -122.3349","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0017","WESTHUB-V-0017","47.6097, -122.3356","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0018","WESTHUB-V-0018","47.6104, -122.3363","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0019","WESTHUB-V-0019","47.6111, -122.337","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0020","WESTHUB-V-0020","47.6118, -122.3377","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0021","WESTHUB-V-0021","47.6125, -122.3384","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0022","WESTHUB-V-0022","47.6132, -122.3391","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
"WESTHUB-DEV-0023","WESTHUB-V-0023","47.6139, -122.3398","Native Eld","8 m","2026-08-28T07:43:41Z","—","Stale","Blocked — position is not current"
