vehicleCode,branchCode,type,make,model,year,vehicleClass,vin,vinExceptionType,alternateIdentifier,plateNumber,plateJurisdiction,status,odometerMiles,deviceStatus
NEHUB-V-0192,NE-HUB,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0192,NJ-0192,NJ,Available,342448.00,Unknown
NEHUB-V-0193,NE-HUB,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0193,NJ-0193,NJ,Available,350367.00,Unknown
NEHUB-V-0194,NE-HUB,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0194,NJ-0194,NJ,Available,358286.00,Unknown
NEHUB-V-0195,NE-HUB,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0195,NJ-0195,NJ,Available,366205.00,Unknown
NEHUB-V-0196,NE-HUB,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0196,NJ-0196,NJ,Available,374124.00,Unknown
NEHUB-V-0197,NE-HUB,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-NEHUB-VEH-0197,NJ-0197,NJ,Available,382043.00,Unknown
NEHUB-V-0198,NE-HUB,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-NEHUB-VEH-0198,NJ-0198,NJ,Available,389962.00,Unknown
NEHUB-V-0199,NE-HUB,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-NEHUB-VEH-0199,NJ-0199,NJ,Available,397881.00,Unknown
NEHUB-V-0200,NE-HUB,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-NEHUB-VEH-0200,NJ-0200,NJ,Maintenance,405800.00,Unknown
SEDEPOT-V-0001,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0001,GA-0001,GA,Available,49919.00,Unknown
SEDEPOT-V-0002,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0002,GA-0002,GA,Available,57838.00,Unknown
SEDEPOT-V-0003,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0003,GA-0003,GA,Available,65757.00,Unknown
SEDEPOT-V-0004,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0004,GA-0004,GA,Available,73676.00,Unknown
SEDEPOT-V-0005,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0005,GA-0005,GA,Available,81595.00,Unknown
SEDEPOT-V-0006,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0006,GA-0006,GA,Available,89514.00,Unknown
SEDEPOT-V-0007,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0007,GA-0007,GA,Available,97433.00,Unknown
SEDEPOT-V-0008,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0008,GA-0008,GA,Available,105352.00,Unknown
SEDEPOT-V-0009,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0009,GA-0009,GA,Available,113271.00,Unknown
SEDEPOT-V-0010,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0010,GA-0010,GA,Available,121190.00,Unknown
SEDEPOT-V-0011,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0011,GA-0011,GA,Available,129109.00,Unknown
SEDEPOT-V-0012,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0012,GA-0012,GA,Available,137028.00,Unknown
SEDEPOT-V-0013,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0013,GA-0013,GA,Available,144947.00,Unknown
SEDEPOT-V-0014,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0014,GA-0014,GA,Available,152866.00,Unknown
SEDEPOT-V-0015,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0015,GA-0015,GA,Available,160785.00,Unknown
SEDEPOT-V-0016,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0016,GA-0016,GA,Available,168704.00,Unknown
SEDEPOT-V-0017,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0017,GA-0017,GA,Available,176623.00,Unknown
SEDEPOT-V-0018,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0018,GA-0018,GA,Available,184542.00,Unknown
SEDEPOT-V-0019,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0019,GA-0019,GA,Available,192461.00,Unknown
SEDEPOT-V-0020,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0020,GA-0020,GA,Maintenance,200380.00,Unknown
SEDEPOT-V-0021,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0021,GA-0021,GA,Available,208299.00,Unknown
SEDEPOT-V-0022,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0022,GA-0022,GA,Available,216218.00,Unknown
SEDEPOT-V-0023,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0023,GA-0023,GA,Available,224137.00,Unknown
SEDEPOT-V-0024,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0024,GA-0024,GA,Available,232056.00,Unknown
SEDEPOT-V-0025,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0025,GA-0025,GA,Available,239975.00,Unknown
SEDEPOT-V-0026,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0026,GA-0026,GA,Available,247894.00,Unknown
SEDEPOT-V-0027,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0027,GA-0027,GA,Available,255813.00,Unknown
SEDEPOT-V-0028,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0028,GA-0028,GA,Available,263732.00,Unknown
SEDEPOT-V-0029,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0029,GA-0029,GA,Available,271651.00,Unknown
SEDEPOT-V-0030,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0030,GA-0030,GA,Available,279570.00,Unknown
SEDEPOT-V-0031,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0031,GA-0031,GA,Available,287489.00,Unknown
SEDEPOT-V-0032,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0032,GA-0032,GA,Available,295408.00,Unknown
SEDEPOT-V-0033,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0033,GA-0033,GA,Available,303327.00,Unknown
SEDEPOT-V-0034,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0034,GA-0034,GA,Available,311246.00,Unknown
SEDEPOT-V-0035,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0035,GA-0035,GA,Available,319165.00,Unknown
SEDEPOT-V-0036,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0036,GA-0036,GA,Available,327084.00,Unknown
SEDEPOT-V-0037,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0037,GA-0037,GA,Available,335003.00,Unknown
SEDEPOT-V-0038,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0038,GA-0038,GA,Available,342922.00,Unknown
SEDEPOT-V-0039,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0039,GA-0039,GA,Available,350841.00,Unknown
SEDEPOT-V-0040,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0040,GA-0040,GA,Maintenance,358760.00,Unknown
SEDEPOT-V-0041,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0041,GA-0041,GA,Available,366679.00,Unknown
SEDEPOT-V-0042,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0042,GA-0042,GA,Available,374598.00,Unknown
SEDEPOT-V-0043,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0043,GA-0043,GA,Available,382517.00,Unknown
SEDEPOT-V-0044,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0044,GA-0044,GA,Available,390436.00,Unknown
SEDEPOT-V-0045,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0045,GA-0045,GA,Available,398355.00,Unknown
SEDEPOT-V-0046,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0046,GA-0046,GA,Available,406274.00,Unknown
SEDEPOT-V-0047,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0047,GA-0047,GA,Available,414193.00,Unknown
SEDEPOT-V-0048,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0048,GA-0048,GA,Available,422112.00,Unknown
SEDEPOT-V-0049,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0049,GA-0049,GA,Available,430031.00,Unknown
SEDEPOT-V-0050,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0050,GA-0050,GA,Available,437950.00,Unknown
SEDEPOT-V-0051,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0051,GA-0051,GA,Available,445869.00,Unknown
SEDEPOT-V-0052,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0052,GA-0052,GA,Available,453788.00,Unknown
SEDEPOT-V-0053,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0053,GA-0053,GA,Available,461707.00,Unknown
SEDEPOT-V-0054,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0054,GA-0054,GA,Available,469626.00,Unknown
SEDEPOT-V-0055,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0055,GA-0055,GA,Available,477545.00,Unknown
SEDEPOT-V-0056,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0056,GA-0056,GA,Available,485464.00,Unknown
SEDEPOT-V-0057,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0057,GA-0057,GA,Available,493383.00,Unknown
SEDEPOT-V-0058,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0058,GA-0058,GA,Available,501302.00,Unknown
SEDEPOT-V-0059,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0059,GA-0059,GA,Available,509221.00,Unknown
SEDEPOT-V-0060,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0060,GA-0060,GA,Maintenance,517140.00,Unknown
SEDEPOT-V-0061,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0061,GA-0061,GA,Available,525059.00,Unknown
SEDEPOT-V-0062,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0062,GA-0062,GA,Available,532978.00,Unknown
SEDEPOT-V-0063,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0063,GA-0063,GA,Available,540897.00,Unknown
SEDEPOT-V-0064,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0064,GA-0064,GA,Available,548816.00,Unknown
SEDEPOT-V-0065,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0065,GA-0065,GA,Available,556735.00,Unknown
SEDEPOT-V-0066,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0066,GA-0066,GA,Available,564654.00,Unknown
SEDEPOT-V-0067,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0067,GA-0067,GA,Available,572573.00,Unknown
SEDEPOT-V-0068,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0068,GA-0068,GA,Available,580492.00,Unknown
SEDEPOT-V-0069,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0069,GA-0069,GA,Available,588411.00,Unknown
SEDEPOT-V-0070,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0070,GA-0070,GA,Available,596330.00,Unknown
SEDEPOT-V-0071,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0071,GA-0071,GA,Available,604249.00,Unknown
SEDEPOT-V-0072,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0072,GA-0072,GA,Available,612168.00,Unknown
SEDEPOT-V-0073,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0073,GA-0073,GA,Available,620087.00,Unknown
SEDEPOT-V-0074,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0074,GA-0074,GA,Available,628006.00,Unknown
SEDEPOT-V-0075,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0075,GA-0075,GA,Available,635925.00,Unknown
SEDEPOT-V-0076,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0076,GA-0076,GA,Available,643844.00,Unknown
SEDEPOT-V-0077,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0077,GA-0077,GA,Available,651763.00,Unknown
SEDEPOT-V-0078,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0078,GA-0078,GA,Available,49682.00,Unknown
SEDEPOT-V-0079,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0079,GA-0079,GA,Available,57601.00,Unknown
SEDEPOT-V-0080,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0080,GA-0080,GA,Maintenance,65520.00,Unknown
SEDEPOT-V-0081,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0081,GA-0081,GA,Available,73439.00,Unknown
SEDEPOT-V-0082,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0082,GA-0082,GA,Available,81358.00,Unknown
SEDEPOT-V-0083,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0083,GA-0083,GA,Available,89277.00,Unknown
SEDEPOT-V-0084,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0084,GA-0084,GA,Available,97196.00,Unknown
SEDEPOT-V-0085,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0085,GA-0085,GA,Available,105115.00,Unknown
SEDEPOT-V-0086,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0086,GA-0086,GA,Available,113034.00,Unknown
SEDEPOT-V-0087,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0087,GA-0087,GA,Available,120953.00,Unknown
SEDEPOT-V-0088,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0088,GA-0088,GA,Available,128872.00,Unknown
SEDEPOT-V-0089,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0089,GA-0089,GA,Available,136791.00,Unknown
SEDEPOT-V-0090,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0090,GA-0090,GA,Available,144710.00,Unknown
SEDEPOT-V-0091,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0091,GA-0091,GA,Available,152629.00,Unknown
SEDEPOT-V-0092,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0092,GA-0092,GA,Available,160548.00,Unknown
SEDEPOT-V-0093,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0093,GA-0093,GA,Available,168467.00,Unknown
SEDEPOT-V-0094,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0094,GA-0094,GA,Available,176386.00,Unknown
SEDEPOT-V-0095,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0095,GA-0095,GA,Available,184305.00,Unknown
SEDEPOT-V-0096,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0096,GA-0096,GA,Available,192224.00,Unknown
SEDEPOT-V-0097,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0097,GA-0097,GA,Available,200143.00,Unknown
SEDEPOT-V-0098,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0098,GA-0098,GA,Available,208062.00,Unknown
SEDEPOT-V-0099,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0099,GA-0099,GA,Available,215981.00,Unknown
SEDEPOT-V-0100,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0100,GA-0100,GA,Maintenance,223900.00,Unknown
SEDEPOT-V-0101,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0101,GA-0101,GA,Available,231819.00,Unknown
SEDEPOT-V-0102,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0102,GA-0102,GA,Available,239738.00,Unknown
SEDEPOT-V-0103,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0103,GA-0103,GA,Available,247657.00,Unknown
SEDEPOT-V-0104,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0104,GA-0104,GA,Available,255576.00,Unknown
SEDEPOT-V-0105,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0105,GA-0105,GA,Available,263495.00,Unknown
SEDEPOT-V-0106,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0106,GA-0106,GA,Available,271414.00,Unknown
SEDEPOT-V-0107,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0107,GA-0107,GA,Available,279333.00,Unknown
SEDEPOT-V-0108,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0108,GA-0108,GA,Available,287252.00,Unknown
SEDEPOT-V-0109,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0109,GA-0109,GA,Available,295171.00,Unknown
SEDEPOT-V-0110,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0110,GA-0110,GA,Available,303090.00,Unknown
SEDEPOT-V-0111,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0111,GA-0111,GA,Available,311009.00,Unknown
SEDEPOT-V-0112,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0112,GA-0112,GA,Available,318928.00,Unknown
SEDEPOT-V-0113,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0113,GA-0113,GA,Available,326847.00,Unknown
SEDEPOT-V-0114,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0114,GA-0114,GA,Available,334766.00,Unknown
SEDEPOT-V-0115,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0115,GA-0115,GA,Available,342685.00,Unknown
SEDEPOT-V-0116,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0116,GA-0116,GA,Available,350604.00,Unknown
SEDEPOT-V-0117,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0117,GA-0117,GA,Available,358523.00,Unknown
SEDEPOT-V-0118,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0118,GA-0118,GA,Available,366442.00,Unknown
SEDEPOT-V-0119,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0119,GA-0119,GA,Available,374361.00,Unknown
SEDEPOT-V-0120,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0120,GA-0120,GA,Maintenance,382280.00,Unknown
SEDEPOT-V-0121,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0121,GA-0121,GA,Available,390199.00,Unknown
SEDEPOT-V-0122,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0122,GA-0122,GA,Available,398118.00,Unknown
SEDEPOT-V-0123,SE-DEPOT,Van,Ford,Transit,2019,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0123,GA-0123,GA,Available,406037.00,Unknown
SEDEPOT-V-0124,SE-DEPOT,Truck,Isuzu,NPR-HD,2020,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0124,GA-0124,GA,Available,413956.00,Unknown
SEDEPOT-V-0125,SE-DEPOT,Tractor,Volvo,VNL 760,2021,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0125,GA-0125,GA,Available,421875.00,Unknown
SEDEPOT-V-0126,SE-DEPOT,Tractor,Freightliner,Cascadia,2022,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0126,GA-0126,GA,Available,429794.00,Unknown
SEDEPOT-V-0127,SE-DEPOT,Truck,Ford,F-650,2023,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0127,GA-0127,GA,Available,437713.00,Unknown
SEDEPOT-V-0128,SE-DEPOT,Van,Ford,Transit,2024,Class 2b,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0128,GA-0128,GA,Available,445632.00,Unknown
SEDEPOT-V-0129,SE-DEPOT,Truck,Isuzu,NPR-HD,2025,Class 5,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0129,GA-0129,GA,Available,453551.00,Unknown
SEDEPOT-V-0130,SE-DEPOT,Tractor,Volvo,VNL 760,2026,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0130,GA-0130,GA,Available,461470.00,Unknown
SEDEPOT-V-0131,SE-DEPOT,Tractor,Freightliner,Cascadia,2017,Class 8,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0131,GA-0131,GA,Available,469389.00,Unknown
SEDEPOT-V-0132,SE-DEPOT,Truck,Ford,F-650,2018,Class 6,,legacy-fleet-identifier,CERT-SEDEPOT-VEH-0132,GA-0132,GA,Available,477308.00,Unknown
